Loc,Initial,Germ,SurvWk11,Pods,NumPods,NumSeeds,Herbivory,Mat,MatL,MatDam,MatSire,Pat,PatL,PatDam,PatSire,Block,EarliestGerm,EarliestFlowPod
2.4.34,5,0,0,0,0,0,0,6D5,6D,B22B,P27F,13B4,13B,P63B,Y123G,2,NA,NA
2.4.4,5,0,0,0,0,0,0,16C1,16C,331A,32A,1E1,1E,31A,11A,2,NA,NA
2.4.5,5,1,1,1,2,19,0,13B6,13B,P63B,Y123G,2B1,2B,140A,356A,2,170,223
2.4.6,5,0,0,0,0,0,0,7E1,7E,130C,129B,1D1,1D,P31C,P63A,2,NA,NA
2.4.7,5,0,0,0,0,0,0,16E1,16E,136A,356A,5D3,5D,B88A,B110E,2,NA,NA
2.4.8,5,0,0,0,0,0,0,20A2,20A,P83B,P62I,16D4,16D,337A,120B,2,NA,NA
2.4.9,5,0,0,0,0,0,0,12C1,12C,R85B,P71A,5D3,5D,B88A,B110E,2,NA,NA
2.5.1,5,0,0,0,0,0,0,1D1,1D,P31C,P63A,7E2,7E,130C,129B,2,NA,NA
2.5.10,5,0,0,0,0,0,0,11B1,11B,R84E,R81D,4C2,4C,P29C,R81E,2,NA,NA
2.5.11,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,18B4,18B,P62H,P71A,2,NA,NA
2.5.12,5,1,1,1,5,15,0,13C2,13C,331B,357B,21B3,21B,P62B,R85A,2,162,210
2.5.13,5,0,0,0,0,0,0,2A1,2A,P64B,B88B,16C1,16C,331A,32A,2,NA,NA
2.5.14,5,0,0,0,0,0,0,2A1,2A,P64B,B88B,16C2,16C,331A,32A,2,NA,NA
2.5.15,5,0,0,0,0,0,0,1B2,1B,14C,122C,19D1,19D,B113A,R84A,2,NA,NA
2.5.16,5,0,0,0,0,0,0,13C1,13C,331B,357B,15C1,15C,P100D,B22C,2,NA,NA
2.5.17,5,0,0,0,0,0,0,4A1,4A,P29E,B22C,16E1,16E,136A,356A,2,NA,NA
2.5.18,5,0,0,0,0,0,0,16D4,16D,337A,120B,20A2,20A,P83B,P62I,2,NA,NA
2.5.19,5,0,0,0,0,0,0,5A1,5A,P29D,P63G,13B2,13B,P63B,Y123G,2,NA,NA
2.5.2,5,0,0,0,0,0,0,17D2,17D,Y126C,Y124D,4C2,4C,P29C,R81E,2,NA,NA
2.5.20,5,0,0,0,0,0,0,14B1,14B,P83I,P29I,13E1,13E,R82K,Y123G,2,NA,NA
2.5.21,5,0,0,0,0,0,0,13A1,13A,P71D,P29I,1B2,1B,14C,122C,2,NA,NA
2.5.22,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,16D3,16D,337A,120B,2,NA,NA
2.5.23,5,1,1,0,0,0,0,8A1,8A,330A,139A,13C2,13C,331B,357B,2,NA,NA
2.5.24,5,4,4,1,46,124,1,8C1,8C,140B,122B,5A5,5A,P29D,P63G,2,162,210
2.5.25,5,0,0,0,0,0,0,21B3,21B,P62B,R85A,13C2,13C,331B,357B,2,NA,NA
2.5.26,5,0,0,0,0,0,0,13C1,13C,331B,357B,8A2,8A,330A,139A,2,NA,NA
2.5.27,5,0,0,0,0,0,0,13E2,13E,R82K,Y123G,18C3,18C,P64C,R83F,2,NA,NA
2.5.28,5,0,0,0,0,0,0,21B3,21B,P62B,R85A,13C1,13C,331B,357B,2,NA,NA
2.5.29,5,0,0,0,0,0,0,7D1,7D,356A,140B,17D2,17D,Y126C,Y124D,2,NA,NA
2.5.3,5,0,0,0,0,0,0,12C1,12C,R85B,P71A,5D1,5D,B88A,B110E,2,NA,NA
2.5.30,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,20E2,20E,R88B,B86B,2,NA,NA
2.5.31,5,0,0,0,0,0,0,13B5,13B,P63B,Y123G,3D1,3D,P27D,B22C,2,NA,NA
2.5.32,5,0,0,0,0,0,0,7E1,7E,130C,129B,18B2,18B,P62H,P71A,2,NA,NA
2.5.33,5,0,0,0,0,0,0,16D2,16D,337A,120B,7A1,7A,P64D,B86B,2,NA,NA
2.5.34,5,0,0,0,0,0,0,13C1,13C,331B,357B,21B3,21B,P62B,R85A,2,NA,NA
2.5.4,5,0,0,0,0,0,0,13C2,13C,331B,357B,15C2,15C,P100D,B22C,2,NA,NA
2.5.5,5,0,0,0,0,0,0,13C1,13C,331B,357B,21B2,21B,P62B,R85A,2,NA,NA
2.5.6,5,0,0,0,0,0,0,16C1,16C,331A,32A,21B2,21B,P62B,R85A,2,NA,NA
2.5.7,5,0,0,0,0,0,0,4C2,4C,P29C,R81E,17D2,17D,Y126C,Y124D,2,NA,NA
2.5.8,5,1,0,0,0,0,0,13B2,13B,P63B,Y123G,5A4,5A,P29D,P63G,2,194,NA
2.5.9,5,2,1,0,0,0,0,5A5,5A,P29D,P63G,16D2,16D,337A,120B,2,162,NA
2.6.1,5,1,1,0,0,0,0,7E1,7E,130C,129B,14A2,14A,Y125E,R83F,2,173,NA
2.6.10,5,0,0,0,0,0,0,13C1,13C,331B,357B,21B2,21B,P62B,R85A,2,NA,NA
2.6.11,5,0,0,0,0,0,0,1D1,1D,P31C,P63A,7E1,7E,130C,129B,2,NA,NA
2.6.12,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,13A1,13A,P71D,P29I,2,NA,NA
2.6.13,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,20E2,20E,R88B,B86B,2,NA,NA
2.6.14,5,0,0,0,0,0,0,4C1,4C,P29C,R81E,17D2,17D,Y126C,Y124D,2,NA,NA
2.6.15,5,1,1,0,0,0,1,21B2,21B,P62B,R85A,13C2,13C,331B,357B,2,173,NA
2.6.16,5,0,0,0,0,0,0,14A2,14A,Y125E,R83F,3E1,3E,B111D,B112F,2,NA,NA
2.6.17,5,0,0,0,0,0,0,10B1,10B,P38D,R81E,5E1,5E,B86A,P63F,2,NA,NA
2.6.18,5,0,0,0,0,0,0,11C1,11C,R880,B45H,13B4,13B,P63B,Y123G,2,NA,NA
2.6.19,5,0,0,0,0,0,0,8D1,8D,378A,375A,8A1,8A,330A,139A,2,NA,NA
2.6.2,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,13A2,13A,P71D,P29I,2,NA,NA
2.6.20,5,0,0,0,0,0,0,13B4,13B,P63B,Y123G,2B1,2B,140A,356A,2,NA,NA
2.6.21,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,14A2,14A,Y125E,R83F,2,NA,NA
2.6.22,5,1,1,1,21,113,0,2A5,2A,P64B,B88B,20A3,20A,P83B,P62I,2,173,210
2.6.23,5,0,0,0,0,0,0,21B3,21B,P62B,R85A,8D1,8D,378A,375A,2,NA,NA
2.6.24,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,16D4,16D,337A,120B,2,NA,NA
2.6.25,5,0,0,0,0,0,0,17D2,17D,Y126C,Y124D,7D1,7D,356A,140B,2,NA,NA
2.6.26,5,0,0,0,0,0,0,7B3,7B,P64F,P29H,11D1,11D,140C,122C,2,NA,NA
2.6.27,5,0,0,0,0,0,0,7E1,7E,130C,129B,18B4,18B,P62H,P71A,2,NA,NA
2.6.28,5,0,0,0,0,0,0,18C3,18C,P64C,R83F,13E2,13E,R82K,Y123G,2,NA,NA
2.6.29,5,0,0,0,0,0,0,9E1,9E,P29J,P29A,17D2,17D,Y126C,Y124D,2,NA,NA
2.6.3,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,19D2,19D,B113A,R84A,2,NA,NA
2.6.30,5,0,0,0,0,0,0,7E1,7E,130C,129B,15D1,15D,R88H,B22C,2,NA,NA
2.6.31,5,0,0,0,0,0,0,16E1,16E,136A,356A,5D1,5D,B88A,B110E,2,NA,NA
2.6.32,5,1,1,0,0,0,0,9E1,9E,P29J,P29A,9A3,9A,R88G,P63J,2,NA,NA
2.6.33,5,0,0,0,0,0,0,13B2,13B,P63B,Y123G,3D1,3D,P27D,B22C,2,NA,NA
2.6.34,5,0,0,0,0,0,0,13C1,13C,331B,357B,8A1,8A,330A,139A,2,NA,NA
2.6.35,5,0,0,0,0,0,0,10B1,10B,P38D,R81E,19D1,19D,B113A,R84A,2,NA,NA
2.6.4,5,0,0,0,0,0,0,14A2,14A,Y125E,R83F,7E1,7E,130C,129B,2,NA,NA
2.6.5,5,0,0,0,0,0,0,11C1,11C,R880,B45H,13B2,13B,P63B,Y123G,2,NA,NA
2.6.6,5,0,0,0,0,0,0,19D1,19D,B113A,R84A,8B1,8B,P31M,P63A,2,NA,NA
2.6.7,5,0,0,0,0,0,0,15C1,15C,P100D,B22C,13C2,13C,331B,357B,2,NA,NA
2.6.8,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,19D2,19D,B113A,R84A,2,NA,NA
2.6.9,5,1,1,0,0,0,0,18B2,18B,P62H,P71A,7E1,7E,130C,129B,2,173,NA
2.7.1,5,1,1,1,1,9,0,9C1,9C,122B,140B,3D1,3D,P27D,B22C,2,139,210
2.7.10,5,0,0,0,0,0,0,6D5,6D,B22B,P27F,21A1,21A,P63L,B51C,2,NA,NA
2.7.11,5,0,0,0,0,0,0,9C1,9C,122B,140B,5A1,5A,P29D,P63G,2,NA,NA
2.7.12,5,0,0,0,0,0,0,13E1,13E,R82K,Y123G,18C1,18C,P64C,R83F,2,NA,NA
2.7.13,5,1,1,0,0,0,1,5D1,5D,B88A,B110E,16E1,16E,136A,356A,2,139,NA
2.7.14,5,1,0,0,0,0,0,14A1,14A,Y125E,R83F,7E1,7E,130C,129B,2,139,NA
2.7.15,5,0,0,0,0,0,0,13E2,13E,R82K,Y123G,14B1,14B,P83I,P29I,2,NA,NA
2.7.16,5,0,0,0,0,0,0,9C1,9C,122B,140B,12D1,12D,P62E,R80D,2,NA,NA
2.7.17,5,0,0,0,0,0,0,14A1,14A,Y125E,R83F,9D3,9D,P38C,R80H,2,NA,NA
2.7.18,5,0,0,0,0,0,0,13E2,13E,R82K,Y123G,14B2,14B,P83I,P29I,2,NA,NA
2.7.19,5,0,0,0,0,0,0,7D1,7D,356A,140B,11B1,11B,R84E,R81D,2,NA,NA
2.7.2,5,0,0,0,0,0,0,2A2,2A,P64B,B88B,15A1,15A,B114C,B110E,2,NA,NA
2.7.20,5,1,1,0,0,0,0,1B2,1B,14C,122C,20E1,20E,R88B,B86B,2,NA,NA
2.7.21,5,0,0,0,0,0,0,18C2,18C,P64C,R83F,13E1,13E,R82K,Y123G,2,NA,NA
2.7.22,5,2,2,1,15,20,0,13B6,13B,P63B,Y123G,11C1,11C,R880,B45H,2,139,210
2.7.23,5,0,0,0,0,0,0,13C2,13C,331B,357B,8A2,8A,330A,139A,2,NA,NA
2.7.25,5,0,0,0,0,0,0,11C2,11C,R880,B45H,13B4,13B,P63B,Y123G,2,NA,NA
2.7.26,5,0,0,0,0,0,0,2A4,2A,P64B,B88B,20A3,20A,P83B,P62I,2,NA,NA
2.7.27,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,8C1,8C,140B,122B,2,NA,NA
2.7.28,5,0,0,0,0,0,0,8A2,8A,330A,139A,13C2,13C,331B,357B,2,NA,NA
2.7.29,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,2A5,2A,P64B,B88B,2,NA,NA
2.7.3,5,0,0,0,0,0,0,7B2,7B,P64F,P29H,11D1,11D,140C,122C,2,NA,NA
2.7.30,5,0,0,0,0,0,0,13E1,13E,R82K,Y123G,14B2,14B,P83I,P29I,2,NA,NA
2.7.31,5,0,0,0,0,0,0,13C2,13C,331B,357B,21B2,21B,P62B,R85A,2,NA,NA
2.7.32,5,1,1,1,1,0,0,5D3,5D,B88A,B110E,12C1,12C,R85B,P71A,2,139,NA
2.7.33,5,0,0,0,0,0,0,14B1,14B,P83I,P29I,19B1,19B,330A,337A,2,NA,NA
2.7.34,5,0,0,0,0,0,0,1B2,1B,14C,122C,13A3,13A,P71D,P29I,2,NA,NA
2.7.4,5,0,0,0,0,0,0,9A3,9A,R88G,P63J,4C2,4C,P29C,R81E,2,NA,NA
2.7.5,5,0,0,0,0,0,0,13C2,13C,331B,357B,8A1,8A,330A,139A,2,NA,NA
2.7.6,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,19D2,19D,B113A,R84A,2,NA,NA
2.7.7,5,0,0,0,0,0,0,13E2,13E,R82K,Y123G,18C2,18C,P64C,R83F,2,NA,NA
2.7.8,5,0,0,0,0,0,0,18B2,18B,P62H,P71A,9D3,9D,P38C,R80H,2,NA,NA
2.7.9,5,0,0,0,0,0,0,11C2,11C,R880,B45H,21A1,21A,P63L,B51C,2,NA,NA
3.1.1,5,0,0,0,0,0,0,10B1,10B,P38D,R81E,5E1,5E,B86A,P63F,3,NA,NA
3.1.10,5,1,1,1,9,47,0,13C2,13C,331B,357B,15C2,15C,P100D,B22C,3,155,223
3.1.11,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,19D3,19D,B113A,R84A,3,NA,NA
3.1.12,5,0,0,0,0,0,0,20A2,20A,P83B,P62I,2A5,2A,P64B,B88B,3,NA,NA
3.1.13,5,0,0,0,0,0,0,8A1,8A,330A,139A,13C2,13C,331B,357B,3,NA,NA
3.1.14,5,0,0,0,0,0,0,2A5,2A,P64B,B88B,7A1,7A,P64D,B86B,3,NA,NA
3.1.15,5,0,0,0,0,0,0,17D2,17D,Y126C,Y124D,9E1,9E,P29J,P29A,3,NA,NA
3.1.16,5,0,0,0,0,0,0,15C1,15C,P100D,B22C,13C1,13C,331B,357B,3,NA,NA
3.1.17,5,0,0,0,0,0,0,13E2,13E,R82K,Y123G,18C2,18C,P64C,R83F,3,NA,NA
3.1.18,5,0,0,0,0,0,0,15D1,15D,R88H,B22C,7B1,7B,P64F,P29H,3,NA,NA
3.1.19,5,0,0,0,0,0,0,11C2,11C,R880,B45H,13B3,13B,P63B,Y123G,3,NA,NA
3.1.2,5,0,0,0,0,0,0,11C2,11C,R880,B45H,13B6,13B,P63B,Y123G,3,NA,NA
3.1.3,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,19D4,19D,B113A,R84A,3,NA,NA
3.1.4,5,1,1,0,0,0,0,19D4,19D,B113A,R84A,10B3,10B,P38D,R81E,3,174,NA
3.1.5,5,0,0,0,0,0,0,13B6,13B,P63B,Y123G,2B1,2B,140A,356A,3,NA,NA
3.1.6,5,0,0,0,0,0,0,12C1,12C,R85B,P71A,5D2,5D,B88A,B110E,3,NA,NA
3.1.7,5,1,0,0,0,0,0,15A1,15A,B114C,B110E,1E1,1E,31A,11A,3,155,NA
3.1.8,5,0,0,0,0,0,0,13B5,13B,P63B,Y123G,3D1,3D,P27D,B22C,3,NA,NA
3.1.9,5,0,0,0,0,0,0,12C1,12C,R85B,P71A,5D3,5D,B88A,B110E,3,NA,NA
3.10.1,5,0,0,0,0,0,0,1B2,1B,14C,122C,19D2,19D,B113A,R84A,3,NA,NA
3.10.10,5,1,1,0,0,0,0,5D2,5D,B88A,B110E,12C1,12C,R85B,P71A,3,NA,NA
3.10.2,5,1,1,1,48,0,1,8C1,8C,140B,122B,20A3,20A,P83B,P62I,3,174,209
3.10.3,5,0,0,0,0,0,0,14A2,14A,Y125E,R83F,7E2,7E,130C,129B,3,NA,NA
3.10.4,5,0,0,0,0,0,0,9E1,9E,P29J,P29A,11B1,11B,R84E,R81D,3,NA,NA
3.10.5,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,16D4,16D,337A,120B,3,NA,NA
3.10.6,5,0,0,0,0,0,0,19D4,19D,B113A,R84A,8B1,8B,P31M,P63A,3,NA,NA
3.10.7,5,0,0,0,0,0,0,7E1,7E,130C,129B,18B2,18B,P62H,P71A,3,NA,NA
3.10.8,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,20E2,20E,R88B,B86B,3,NA,NA
3.10.9,5,0,0,0,0,0,0,13E2,13E,R82K,Y123G,18C3,18C,P64C,R83F,3,NA,NA
3.2.1,5,0,0,0,0,0,0,7B3,7B,P64F,P29H,11D1,11D,140C,122C,3,NA,NA
3.2.10,5,0,0,0,0,0,0,14A2,14A,Y125E,R83F,7E1,7E,130C,129B,3,NA,NA
3.2.11,4,0,0,0,0,0,0,1E1,1E,31A,11A,15A1,15A,B114C,B110E,3,NA,NA
3.2.12,5,0,0,0,0,0,0,14B1,14B,P83I,P29I,13E1,13E,R82K,Y123G,3,NA,NA
3.2.13,5,0,0,0,0,0,0,16C1,16C,331A,32A,1E1,1E,31A,11A,3,NA,NA
3.2.14,5,0,0,0,0,0,0,6D5,6D,B22B,P27F,13B6,13B,P63B,Y123G,3,NA,NA
3.2.15,5,2,1,1,1,2,0,10B1,10B,P38D,R81E,20E2,20E,R88B,B86B,3,174,223
3.2.16,5,1,0,0,0,0,0,13B6,13B,P63B,Y123G,11C1,11C,R880,B45H,3,154,NA
3.2.17,5,0,0,0,0,0,0,13C1,13C,331B,357B,21B4,21B,P62B,R85A,3,NA,NA
3.2.18,5,0,0,0,0,0,0,11C1,11C,R880,B45H,13B4,13B,P63B,Y123G,3,NA,NA
3.2.19,5,0,0,0,0,0,0,14B1,14B,P83I,P29I,13E2,13E,R82K,Y123G,3,NA,NA
3.2.2,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,18B3,18B,P62H,P71A,3,NA,NA
3.2.3,5,0,0,0,0,0,0,13E1,13E,R82K,Y123G,14B2,14B,P83I,P29I,3,NA,NA
3.2.4,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,19D1,19D,B113A,R84A,3,NA,NA
3.2.5,5,0,0,0,0,0,0,18C3,18C,P64C,R83F,13E2,13E,R82K,Y123G,3,NA,NA
3.2.6,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,19D4,19D,B113A,R84A,3,NA,NA
3.2.7,5,1,1,0,0,0,1,13E2,13E,R82K,Y123G,14B2,14B,P83I,P29I,3,174,NA
3.2.8,5,0,0,0,0,0,0,13B2,13B,P63B,Y123G,5A4,5A,P29D,P63G,3,NA,NA
3.2.9,5,0,0,0,0,0,0,14A2,14A,Y125E,R83F,9D3,9D,P38C,R80H,3,NA,NA
3.3.1,5,2,1,0,0,0,0,13B2,13B,P63B,Y123G,3D1,3D,P27D,B22C,3,139,NA
3.3.10,5,1,1,0,0,0,0,4A2,4A,P29E,B22C,16E1,16E,136A,356A,3,180,NA
3.3.11,5,0,0,0,0,0,0,16C2,16C,331A,32A,2A2,2A,P64B,B88B,3,NA,NA
3.3.12,5,1,1,1,3,12,0,8C1,8C,140B,122B,7A1,7A,P64D,B86B,3,180,NA
3.3.13,5,0,0,0,0,0,0,7D1,7D,356A,140B,17D2,17D,Y126C,Y124D,3,NA,NA
3.3.14,5,0,0,0,0,0,0,5D1,5D,B88A,B110E,12C1,12C,R85B,P71A,3,NA,NA
3.3.15,5,0,0,0,0,0,0,13C2,13C,331B,357B,8A2,8A,330A,139A,3,NA,NA
3.3.16,5,0,0,0,0,0,0,1D1,1D,P31C,P63A,7E1,7E,130C,129B,3,NA,NA
3.3.17,5,0,0,0,0,0,0,17D2,17D,Y126C,Y124D,4C2,4C,P29C,R81E,3,NA,NA
3.3.18,5,0,0,0,0,0,0,7E1,7E,130C,129B,18B4,18B,P62H,P71A,3,NA,NA
3.3.19,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,2A5,2A,P64B,B88B,3,NA,NA
3.3.2,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,1D1,1D,P31C,P63A,3,NA,NA
3.3.3,5,0,0,0,0,0,0,1D1,1D,P31C,P63A,9D3,9D,P38C,R80H,3,NA,NA
3.3.4,5,0,0,0,0,0,0,16C3,16C,331A,32A,2A2,2A,P64B,B88B,3,NA,NA
3.3.5,5,0,0,0,0,0,0,16D2,16D,337A,120B,20A3,20A,P83B,P62I,3,NA,NA
3.3.6,5,0,0,0,0,0,0,11C1,11C,R880,B45H,13B6,13B,P63B,Y123G,3,NA,NA
3.3.7,5,0,0,0,0,0,0,14A1,14A,Y125E,R83F,9D3,9D,P38C,R80H,3,NA,NA
3.3.8,5,0,0,0,0,0,0,21B3,21B,P62B,R85A,13C1,13C,331B,357B,3,NA,NA
3.3.9,5,0,0,0,0,0,0,5D3,5D,B88A,B110E,12C1,12C,R85B,P71A,3,NA,NA
3.4.1,5,0,0,0,0,0,0,8C1,8C,140B,122B,20A2,20A,P83B,P62I,3,NA,NA
3.4.10,5,2,1,1,1,2,0,9E1,9E,P29J,P29A,9A3,9A,R88G,P63J,3,145,217
3.4.11,5,0,0,0,0,0,0,7B1,7B,P64F,P29H,15D2,15D,R88H,B22C,3,NA,NA
3.4.12,5,0,0,0,0,0,0,14B2,14B,P83I,P29I,13E2,13E,R82K,Y123G,3,NA,NA
3.4.13,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,13A3,13A,P71D,P29I,3,NA,NA
3.4.14,5,0,0,0,0,0,0,21B3,21B,P62B,R85A,13C2,13C,331B,357B,3,NA,NA
3.4.15,5,0,0,0,0,0,0,13C1,13C,331B,357B,21B3,21B,P62B,R85A,3,NA,NA
3.4.16,5,0,0,0,0,0,0,20E2,20E,R88B,B86B,10B3,10B,P38D,R81E,3,NA,NA
3.4.17,5,0,0,0,0,0,0,13B6,13B,P63B,Y123G,6D1,6D,B22B,P27F,3,NA,NA
3.4.18,5,0,0,0,0,0,0,18B3,18B,P62H,P71A,9D3,9D,P38C,R80H,3,NA,NA
3.4.19,5,0,0,0,0,0,0,11C1,11C,R880,B45H,21A1,21A,P63L,B51C,3,NA,NA
3.4.2,5,0,0,0,0,0,0,6D5,6D,B22B,P27F,21A1,21A,P63L,B51C,3,NA,NA
3.4.3,5,1,1,1,9,14,0,10B1,10B,P38D,R81E,19D4,19D,B113A,R84A,3,NA,NA
3.4.4,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,14A1,14A,Y125E,R83F,3,NA,NA
3.4.5,5,0,0,0,0,0,0,7D1,7D,356A,140B,11B1,11B,R84E,R81D,3,NA,NA
3.4.6,5,0,0,0,0,0,0,13E1,13E,R82K,Y123G,14B1,14B,P83I,P29I,3,NA,NA
3.4.7,5,0,0,0,0,0,0,13E2,13E,R82K,Y123G,10C1,10C,P83E,B112F,3,NA,NA
3.4.8,5,0,0,0,0,0,0,10B3,10B,P38D,R81E,20E2,20E,R88B,B86B,3,NA,NA
3.4.9,5,0,0,0,0,0,0,11D1,11D,140C,122C,7B3,7B,P64F,P29H,3,NA,NA
3.5.1,5,0,0,0,0,0,0,13C2,13C,331B,357B,21B3,21B,P62B,R85A,3,NA,NA
3.5.10,5,0,0,0,0,0,0,16C1,16C,331A,32A,1E1,1E,31A,11A,3,NA,NA
3.5.11,5,0,0,0,0,0,0,10C1,10C,P83E,B112F,13E1,13E,R82K,Y123G,3,NA,NA
3.5.12,5,0,0,0,0,0,0,16C1,16C,331A,32A,2A2,2A,P64B,B88B,3,NA,NA
3.5.13,5,0,0,0,0,0,0,7B1,7B,P64F,P29H,11D1,11D,140C,122C,3,NA,NA
3.5.14,5,0,0,0,0,0,0,5D1,5D,B88A,B110E,16E1,16E,136A,356A,3,NA,NA
3.5.15,5,0,0,0,0,0,0,13C2,13C,331B,357B,8A1,8A,330A,139A,3,NA,NA
3.5.16,5,0,0,0,0,0,0,18C3,18C,P64C,R83F,13E1,13E,R82K,Y123G,3,NA,NA
3.5.17,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,13A2,13A,P71D,P29I,3,NA,NA
3.5.18,5,0,0,0,0,0,0,13E1,13E,R82K,Y123G,18C3,18C,P64C,R83F,3,NA,NA
3.5.19,5,0,0,0,0,0,0,14A2,14A,Y125E,R83F,7E2,7E,130C,129B,3,NA,NA
3.5.2,5,0,0,0,0,0,0,1B2,1B,14C,122C,19D4,19D,B113A,R84A,3,NA,NA
3.5.3,5,0,0,0,0,0,0,7B1,7B,P64F,P29H,15D1,15D,R88H,B22C,3,NA,NA
3.5.4,5,0,0,0,0,0,0,13C1,13C,331B,357B,15C2,15C,P100D,B22C,3,NA,NA
3.5.5,5,0,0,0,0,0,0,7B3,7B,P64F,P29H,15C2,15C,P100D,B22C,3,NA,NA
3.5.6,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,16D3,16D,337A,120B,3,NA,NA
3.5.7,5,0,0,0,0,0,0,5A3,5A,P29D,P63G,13B2,13B,P63B,Y123G,3,NA,NA
3.5.8,5,0,0,0,0,0,0,20E2,20E,R88B,B86B,10B1,10B,P38D,R81E,3,NA,NA
3.5.9,5,1,1,1,10,0,0,10B1,10B,P38D,R81E,19D1,19D,B113A,R84A,3,167,217
3.6.1,5,0,0,0,0,0,0,1D1,1D,P31C,P63A,7E2,7E,130C,129B,3,NA,NA
3.6.10,5,1,1,1,9,5,0,8A1,8A,330A,139A,13C1,13C,331B,357B,3,162,NA
3.6.11,5,0,0,0,0,0,0,18B2,18B,P62H,P71A,9D3,9D,P38C,R80H,3,NA,NA
3.6.12,5,0,0,0,0,0,0,13C1,13C,331B,357B,15C1,15C,P100D,B22C,3,NA,NA
3.6.13,5,0,0,0,0,0,0,14B2,14B,P83I,P29I,13E1,13E,R82K,Y123G,3,NA,NA
3.6.14,5,0,0,0,0,0,0,16D2,16D,337A,120B,7A1,7A,P64D,B86B,3,NA,NA
3.6.15,5,0,0,0,0,0,0,15D1,15D,R88H,B22C,7B2,7B,P64F,P29H,3,NA,NA
3.6.16,5,0,0,0,0,0,0,20E2,20E,R88B,B86B,1B2,1B,14C,122C,3,NA,NA
3.6.17,5,0,0,0,0,0,0,19D4,19D,B113A,R84A,1B2,1B,14C,122C,3,NA,NA
3.6.18,5,0,0,0,0,0,0,10C1,10C,P83E,B112F,13E2,13E,R82K,Y123G,3,NA,NA
3.6.19,5,2,2,0,0,0,0,10B1,10B,P38D,R81E,19D3,19D,B113A,R84A,3,162,NA
3.6.2,5,0,0,0,0,0,0,18B2,18B,P62H,P71A,7E1,7E,130C,129B,3,NA,NA
3.6.3,5,0,0,0,0,0,0,2A5,2A,P64B,B88B,20A2,20A,P83B,P62I,3,NA,NA
3.6.4,5,0,0,0,0,0,0,1B2,1B,14C,122C,19D1,19D,B113A,R84A,3,NA,NA
3.6.5,5,0,0,0,0,0,0,13C2,13C,331B,357B,15C1,15C,P100D,B22C,3,NA,NA
3.6.6,5,0,0,0,0,0,0,7E1,7E,130C,129B,14A1,14A,Y125E,R83F,3,NA,NA
3.6.7,5,0,0,0,0,0,0,4A1,4A,P29E,B22C,16E1,16E,136A,356A,3,NA,NA
3.6.8,5,0,0,0,0,0,0,4C2,4C,P29C,R81E,17D2,17D,Y126C,Y124D,3,NA,NA
3.6.9,5,0,0,0,0,0,0,8D1,8D,378A,375A,8A1,8A,330A,139A,3,162,NA
3.7.1,5,0,0,0,0,0,0,8A1,8A,330A,139A,8D1,8D,378A,375A,3,NA,NA
3.7.10,5,0,0,0,0,0,0,1B2,1B,14C,122C,20E2,20E,R88B,B86B,3,NA,NA
3.7.11,5,0,0,0,0,0,0,2A5,2A,P64B,B88B,20A3,20A,P83B,P62I,3,NA,NA
3.7.12,5,0,0,0,0,0,0,9A3,9A,R88G,P63J,4C2,4C,P29C,R81E,3,NA,NA
3.7.13,5,0,0,0,0,0,0,5D3,5D,B88A,B110E,16E1,16E,136A,356A,3,NA,NA
3.7.14,5,0,0,0,0,0,0,16E1,16E,136A,356A,5D2,5D,B88A,B110E,3,NA,NA
3.7.15,5,0,0,0,0,0,0,2A1,2A,P64B,B88B,16C1,16C,331A,32A,3,NA,NA
3.7.16,5,0,0,0,0,0,0,13C1,13C,331B,357B,8A1,8A,330A,139A,3,NA,NA
3.7.17,5,0,0,0,0,0,0,2B1,2B,140A,356A,13B6,13B,P63B,Y123G,3,NA,NA
3.7.18,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,14A2,14A,Y125E,R83F,3,NA,NA
